Société;Id. Concours;Id. Projet;Titre du projet;Non applicable;Description du projet;Non applicable;Etat du projet;Date d'octroi;Date de 1er versement (concours);Date d’achèvement opérationnel du projet;Libellé agence;Valeur fixe;Cofinancier;Libellé bénéficiaire primaire;Code-Canal (pour tiers bénéficiaires d’un concours);Pays de réalisation;Région;Latitude;Longitude ;Libellé secteur économique  (CAD-5);Libellé CICID;Non applicable;Valeur fixe;Libellé indicateur APD;Groupe de produit;Valeur fixe;Valeur fixe;Engagements bruts (euro);Non applicable;Non applicable;Versements (euro);Non applicable;Non applicable;Non applicable;Lien_Fiche_Projet;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Cofinanciers (O/N);Date mise à jour données projet;Date de la dernière publication;Date de publication NCO;Lien vers evaluation;Responsable pays;Division Technique;Libellé Risque Souverain;Décaissement Annuel;Budget;Publié dans le XML de Campagne;Date de Signature de Convention;IA publié;Géolocalisation
AFD;CIN107503;CIN1075;Projet de métro à Nagpur et Initiative Mobilise Your City;;Financement du projet de métro à Nagpur et mise en place d'un programme pilote d'assistance technique pour une planification de la mobilité urbaine sobre en carbone dans trois villes indiennes.;;Exécution;;2019-01-18;;AGENCE DE NEW DELHI;France;Société allemande de crédit pour la reconstruction (KfW);AGENCE FRANCAISE DE DEVELOPPEMENT;11004.0;INDE;Orient(s);21.04;79.16;TRANSPORT FERROVIAIRE;Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;1040315.0;;;1040314.8;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CIN1075;;;;;;Oui;2024-04-04;2016-12-09;2016-06-15;;AFDNEWDELHI@afd.fr;Div. Transports et mobilités;Sans objet ( autre que prêt );0.0;1040315.0;Oui;2018-10-22;Oui;21.04, 79.16
AFD;CKM111402;CKM1114;Plan de Développement France Comores Professionnalisation de l'offre de formation et Insertion Promotion de l'Education Physique et Sportive;;Les objectifs du projet se déclinent en deux volets indépendants :  - Renforcer l'offre de formations techniques, professionnelles et scientifiques afin d'améliorer l'employabilité des jeunes et répondre aux besoins de développement de l'économie comorienne. - Renforcer la pratique régulière d'activités physiques et sportives au bénéfice des élèves scolarisés dans le primaire et secondaire public.;;Exécution;2021-12-16;2022-12-21;;AGENCE DE MORONI;France;;UNION DES COMORES;12001.0;COMORES;Trois Océans PE;-11.70046;43.24337;ENSEIGNEMENT SECONDAIRE;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;1500000.0;;;1250261.32;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CKM1114;;;;;;Non;2024-04-17;2022-09-26;2022-09-26;;AFDMORONI@afd.fr;Division Education et Formation professionnelle;Sans objet ( autre que prêt );873643.0;1500000.0;Oui;2022-03-19;Oui;-11.70046, 43.24337
AFD;CSD102006;CSD1020;"Soutien au Fonds fiduciaire multi-bailleurs pour financer le programme d""appui aux familles";;Accompagner le Soudan dans l'expansion et l'amélioration de son mécanisme de transferts sociaux afin d'atténuer l'impact des réformes économiques en cours, du COVID-19 et des crises futures. Appui au Fonds multi-bailleurs pour la Transition économique et démocratique au SOUDAN et la réponse au COVID 19  et en particulier la composante ayant trait à la mise en place de filets sociaux et sa logistique afférente;;Exécution;2021-04-08;2021-07-01;;AGENCE DE NAIROBI;France;Association internationale de développement (IDA) / Etat Britannique - DFID;BANQUE INTERN. POUR RECONSTRUCTION & DEVELOPPEMENT;44001.0;SOUDAN;Afrique Sub-saharienne;9.0166005;38.7577605;PROTECTION SOCIALE (EXCLUANT RETRAITES);Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;17000000.0;;;17000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CSD1020;;;;;;Oui;2024-05-06;2021-03-10;2021-03-10;;AFDNAIROBI@afd.fr;Division Santé et Protection sociale;Sans objet ( autre que prêt );0.0;17000000.0;Oui;2021-04-27;Oui;9.0166005, 38.7577605
AFD;CIQ102901;CIQ1029;Projet d'assainissement et de drainage pluvial de la municipalité d'Al Khalidiya;;Composante 1 : Construction d'un réseau d'assainissement et de drainage des eaux pluviales, d'une usine de traitement des eaux usées et de stations de pompage Composante 2 : Appui au renforcement de capacités de la Direction de l'Assainissement pour l'exploitation des infrastructures, accompagnement social Participation citoyenne: suite à étude de contexte, plan de communication (outreach) #urbain (ville intermédiaire);;Exécution;2021-09-23;;;AGENCE D'AMMAN;France;;République d'Irak;12001.0;IRAQ;Orient(s);31.9170361;35.8912725;ASSAINISSEMENT - SYSTEMES A GRANDE ECHELLE;Eau et assainissement;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;80000000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CIQ1029;;;;;;Non;2024-04-02;2021-12-25;2021-12-25;;AFDAMMAN@afd.fr;Division eau et assainissement;Souverain Direct;0.0;80000000.0;Oui;2021-10-07;Non;31.9170361, 35.8912725
AFD;CKM111602;CKM1116;Plan de Développement France Comores (PDFC) Projet d'amélioration de la qualité des soins par le renforcement de la santé communautaire / riposte CV19 2020/2021;;Ces deux concours de faible montant au bénéfice de la Croix Rouge Française (CRF) et du Croissant Rouge comorien (CRCo) ont pour objectif i) le renforcement de l'offre de soins locale, ii) l'appui à la riposte Covid 19 en 2020 et 2021;;Achevé;2021-07-23;2021-12-21;;AGENCE DE MORONI;France;;CROIX ROUGE FRANCAISE A PARIS;21000.0;COMORES;Trois Océans PE;-11.70046;43.24337;INFRASTRUCTURES SANTE DE BASE;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;1000000.0;;;1000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CKM1116;;;;;;Non;2024-03-29;2020-11-10;2020-11-10;;AFDMORONI@afd.fr;Division Santé et Protection sociale;Sans objet ( autre que prêt );0.0;1000000.0;Oui;2021-08-03;Oui;-11.70046, 43.24337
AFD;CSD102201;CSD1022;Save the Children - Réponse à la crise Covid 19;;L'objectif global de l'intervention est de contribuer au plan de réponse du Gouvernement soudanais à l'épidémie de Covid-19, afin de prévenir la morbidité et la morbi-mortalité liée au Covid-19 dans les trois Etats vulnérables et difficiles d'accès au Soudan que sont le Sud-Kordofan, le Nord-Kordofan et le Nord-Darfour (renforcement des mesures de prévention et de contrôle des infections dans les établissements de santé et par mobilisation communautaire, y compris dans les centres d'isolement);;Achevé;2020-06-12;2020-12-17;2020-12-17;AGENCE DE NAIROBI;France;;Save the children UK;22000.0;SOUDAN;Afrique Sub-saharienne;-1.274359;36.813106;LUTTE CONTRE LES MALADIES INFECTIEUSES;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;1200000.0;;;1200000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CSD1022;;;;;;Non;2024-02-01;2021-03-10;2021-03-10;;AFDNAIROBI@afd.fr;Division Santé et Protection sociale;Sans objet ( autre que prêt );0.0;1200000.0;Oui;2020-11-09;Oui;-1.274359, 36.813106
AFD;CIQ103401;CIQ1034;Appui à la relance agricole dans le gouvernorat de Salah Ad Din, Irak;;Ce projet a pour objectif de soutenir la relance de l'économie agricole et rurale dans les gouvernorats de Ninive et Salah Al Din, qui ont été affectés par l'occupation de l'Etat islamique. Il facilite l'accès à des services financiers pour les petites entreprises et les agriculteurs, contribue à la structuration de filières agricoles et renforce la cohésion sociale entre les différentes communautés et générations.;;Exécution;2021-12-15;2022-10-18;;AGENCE DE BAGDAD;France;;Mercy Corps Europe;22000.0;IRAQ;Orient(s);33.2926019;44.4036269;SERVICES AGRICOLES;Agriculture et sécurité alimentaire;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;10000000.0;;;6047658.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CIQ1034;;;;;;Non;2024-04-10;2022-09-23;2022-09-23;;;Division Agriculture, Développement Rural et Biodiversité;Sans objet ( autre que prêt );0.0;10000000.0;Oui;2022-03-10;Oui;33.2926019, 44.4036269
AFD;CKM114101;CKM1141;FICOL Communauté urbaine de Dunkerque et Gouvernorat de Ngazidja aux Comores;;Le projet FICOL CKM 1141 a été déposé par la Communauté Urbaine de Dunkerque dans le cadre de l'appel à idées de la FICOL 2020. Le projet porté par la CUD consiste à : 1/ réhabiliter et étendre le système d'adduction en eau potable des six villages de la commune d'Itsahidi à partir du forage GECEAU 2/ à assurer un service public pérenne de gestion de l'eau 3/ à sensibiliser les bénéficiaires à l'hygiène et aux enjeux de l'eau. A terme, le projet bénéficiera à environ 15 000 habitants.;;Exécution;2021-11-12;2022-12-15;;SIEGE PARIS - OPERATIONS SIEGE;France;;Communauté urbaine de dunkerque;;COMORES;Trois Océans PE;-11.8666667;43.4833333;ALIMENTATION EN EAU - DISPOSITIFS DE BASE;Eau et assainissement;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;1100000.0;;;880000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CKM1141;;;;;;Non;2023-09-06;2022-09-26;2022-09-26;;;Div. Territoires et entreprises;Sans objet ( autre que prêt );0.0;1100000.0;Oui;2022-09-08;Non;-11.8666667, 43.4833333
AFD;CSN140402;CSN1404;Aires marines protégées et biodiversité au Sénégal;;Projet d'appui à la politique d'aires marines protégées du Sénégal à travers la conservation et la mise en valeur durables des mangroves de la Casamance et du Sine Saloum ». Le projet se concentre sur 4 AMP communautaires. Le projet d'extension de l'appui en 2021 vise à faire bénéficier 3 AMP supplémentaires des savoir-faire et des moyens matériels déjà acquis mais il étend aussi le savoir-faire sur la prise en compte des femmes.;;Exécution;2021-04-07;;;AGENCE DE DAKAR;France;;REPUBLIQUE DU SENEGAL;12001.0;SENEGAL;Afrique Sub-saharienne;14.6633857;-17.4396603;DIVERSITE BIOLOGIQUE;Climat et Environnement;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;5000000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CSN1404;;;;;;Non;2024-04-10;2018-09-17;2018-09-17;;AFDDAKAR@afd.fr;Division Agriculture, Développement Rural et Biodiversité;Sans objet ( autre que prêt );0.0;5000000.0;Oui;2021-06-25;Oui;14.6633857, -17.4396603
AFD;CIQ105001;CIQ1050;L'éducation populaire, outil d'émancipation et d'engagement des communautés du Kurdistan irakien;;A travers des activités de formation en éducation non formelle ou éducation populaire, favorisons l'engagement des professionnels et volontaires au Kurdistan irakien pour améliorer la résilience et l'émancipation.;;Exécution;2022-12-13;2023-06-16;;SIEGE PARIS - OPERATIONS SIEGE;France;;Fédération Léo Lagrange;22000.0;IRAQ;Orient(s);36.1911653;44.0094294;ÉDUCATION POUR UNE MEILLEURE QUALITÉ DE VIE POUR L;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;500000.0;;;205000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CIQ1050;;;;;;Oui;2023-12-19;2023-12-19;2023-12-19;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;500000.0;Oui;2023-05-03;Non;36.1911653, 44.0094294
AFD;CLA111401;CLA1114;Gouvernance Justice Laos;;Pôle JUS  Soutien aux institutions judiciaires de la RDP du Laos;;Exécution;2019-04-08;2021-03-23;;AGENCE DE VIENTIANE;France;;REPUBLIQUE DEMOCRATIQUE POPULAIRE LAO;12001.0;LAOS, REPUBLIQUE DEMOCRATIQUE POPULAIRE;Orient(s);17.9653695;102.6130238;DEVELOP. SERVICES LEGAUX ET JUDICIAIRES;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;1500000.0;;;1023931.81;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CLA1114;;;;;;Non;2024-04-02;2020-04-15;2020-04-15;;AFDVIENTIANE@afd.fr;Div. Gouvernance;Sans objet ( autre que prêt );77709.0;1500000.0;Oui;2019-12-06;Oui;17.9653695, 102.6130238
AFD;CSN146803;CSN1468;Station de traitement KMS 3 et adduction d'eau potable pour la région de Dakar;;Station de traitement KMS 3 et adduction d'eau potable pour la région de Dakar afin de contribuer à un service d'eau potable sûr, durable et équitable pour la région de Dakar. Les objectifs spécifiques sont les suivants : (i) augmenter la production à destination de la région de Dakar, (ii) permettre un accès universel dans la capitale sénégalaise par un renforcement et une extension du réseau de distribution, et (iii) consolider la régulation du secteur et la capacité des acteurs;;Exécution;2018-12-19;2020-08-31;;AGENCE DE DAKAR;France;Association internationale de développement (IDA) / Banque européenne d'investissement (BEI) / Banque islamique de développement (ISDB);REPUBLIQUE DU SENEGAL;12001.0;SENEGAL;Afrique Sub-saharienne;14.6633857;-17.4396603;ALIMENTATION EN EAU - SYSTEMES A GRANDE ECHELLE;Eau et assainissement;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;15000000.0;;;14360447.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CSN1468;;;;;;Oui;2024-04-19;2018-09-14;2018-09-14;;AFDDAKAR@afd.fr;Division eau et assainissement;Souverain Direct;0.0;15000000.0;Oui;2019-09-16;Oui;14.6633857, -17.4396603
AFD;CJO109402;CJO1094;Délégation UE pour la coordination de l'assistance technique européenne en accompagnement du PRPPS en appui à la réforme de la Justice en Jordanie (CJO1073);;Pôle JUS Délégation UE PRPPS appui à la réforme de la Justice en Jordanie;;Exécution;;2019-07-26;;AGENCE D'AMMAN;France;;AGENCE FRANCAISE DE DEVELOPPEMENT;11004.0;JORDANIE;Orient(s);31.9170361;35.8912725;DEVELOP. SERVICES LEGAUX ET JUDICIAIRES;Gouvernance;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;4603497.0;;;4603497.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CJO1094;;;;;;Non;2024-04-23;2019-10-03;2019-10-03;;AFDAMMAN@afd.fr;Div. Gouvernance;Sans objet ( autre que prêt );321581.0;4603497.0;Oui;2019-05-03;Non;31.9170361, 35.8912725
AFD;CLA112204;CLA1122;Projet de préservation et mise en valeur du patrimoine et développement de l'attractivité territoriale de Champassak et Savannakhet au Laos (CHAMPA);;La finalité du projet est de préserver le patrimoine et de renforcer l'attractivité territoriale du site de Vat Phu Champassak et de la ville de Savannakhet afin d'améliorer les retombées locales du tourisme et les conditions de vie des habitants. Le projet est structuré autour de trois composantes : 1.	la connaissance et la mise en valeur du patrimoine culturel. 2.	le développement urbain, local et touristique. 3.	l'appui à la gestion du projet.;;Exécution;2023-06-27;;;AGENCE DE VIENTIANE;France;;Ecole Française d'Extrême-Orient;51000.0;LAOS, REPUBLIQUE DEMOCRATIQUE POPULAIRE;Orient(s);17.9653695;102.6130238;DÉVELOPPEMENT URBAIN;Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;956000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CLA1122;;;;;;Non;2024-05-02;2020-06-17;2020-06-17;;AFDVIENTIANE@afd.fr;Div. Développement urbain / aménagement / logement;Sans objet ( autre que prêt );0.0;956000.0;Oui;2024-04-25;Oui;17.9653695, 102.6130238
AFD;CSN154601;CSN1546;Projet d'appui à la justice civile et commerciale au Sénégal (JUCICOM);;Pôle JUS  Projet d'appui à la justice civile et commerciale au Sénégal (JUCICOM) pour contribuer au bon fonctionnement des institutions judiciaires, afin d'offrir aux justiciables et aux citoyens un service de justice accessible, efficace et efficient;;Exécution;2019-12-04;2023-01-05;;AGENCE DE DAKAR;France;;REPUBLIQUE DU SENEGAL;12001.0;SENEGAL;Afrique Sub-saharienne;14.6633857;-17.4396603;DEVELOP. SERVICES LEGAUX ET JUDICIAIRES;Gouvernance;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;12000000.0;;;3000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CSN1546;;;;;;Non;2024-04-03;2020-08-03;2020-08-03;;AFDDAKAR@afd.fr;Div. Gouvernance;Souverain Direct;0.0;12000000.0;Oui;2020-06-30;Non;14.6633857, -17.4396603
AFD;CJO110504;CJO1105;Projet d'assainissement de la région de Ramtha  et de Sahel Houran;;renforcement et extension du système d'assainissement de la zone de Ramtha et Sahel Houran avec la collecte et le traitement des eaux usées d'une population de 180.000 habitants planifiés à l'horizon 2030 plus un volet social de raccordement au réseau collectif et de réhabilitation des équipements sanitaires de ménages vulnérables et de certains usagers publics (écoles, centres de santé);;Exécution;2019-12-19;2023-11-13;;AGENCE D'AMMAN;France;;ROYAUME DE JORDANIE;12001.0;JORDANIE;Orient(s);31.9170361;35.8912725;ASSAINISSEMENT - SYSTEMES A GRANDE ECHELLE;Eau et assainissement;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;5300000.0;;;1500000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CJO1105;;;;;;Non;2024-03-29;2021-03-25;2021-03-25;;AFDAMMAN@afd.fr;Division eau et assainissement;Sans objet ( autre que prêt );0.0;5300000.0;Oui;2020-11-22;Non;31.9170361, 35.8912725
AFD;CLA112301;CLA1123;hammouane Ardèche Stratégie territoriale - KARST;;Appui à la valorisation d'un espace naturel et à l'obtention d'un label Geopark au Laos;;Achevé;2019-11-21;2020-05-13;;SIEGE PARIS - OPERATIONS SIEGE;France;;Syndicat mixte de gestion de la grotte Chauvet;11003.0;LAOS, REPUBLIQUE DEMOCRATIQUE POPULAIRE;Orient(s);17.9653695;102.6130238;PROTECTION DES SITES;Climat et Environnement;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;631500.0;;;631500.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CLA1123;;;;;;Non;2024-04-17;2020-11-04;2020-11-04;;;Div. Territoires et entreprises;Sans objet ( autre que prêt );0.0;631500.0;Oui;2020-04-06;Oui;17.9653695, 102.6130238
AFD;CSN154901;CSN1549;Fleuve Sénégal : Les Chemins des Savoirs ¿ Un programme de développement local de préservation et de valorisation des patrimoines;;Fleuve Sénégal : Les Chemins des Savoirs - Un programme de développement local de préservation et de valorisation des patrimoines;;Achevé;2017-12-19;2019-02-05;;SIEGE PARIS - OPERATIONS SIEGE;France;;Association pour la Formation Ruraux aux Activités;22000.0;SENEGAL;Afrique Sub-saharienne;16.01793;16.48962;POLITIQUE TOURISME, GESTION ADMINISTRAT.;Secteur productif;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;500000.0;;;209007.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CSN1549;;;;;;Non;2020-12-22;2019-01-15;2019-01-15;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;209007.0;Oui;2019-01-16;Non;16.01793, 16.48962
AFD;CJO112401;CJO1124;Financement budgétaire de politique publique en appui à la budgétisation sensible au genre;;Pôle GFI L'objectif global du programme est la réduction des inégalités de genre, par le renforcement et la mise en œuvre de la budgétisation sensible au genre en Jordanie.  Afin de contribuer à cette finalité, le programme a deux objectifs spécifiques :  (i)	L'inclusion de la BSG dans le cycle budgétaire Jordanien et sa mise en œuvre pilote. (ii)	L'appui à la consolidation et l'opérationnalisation des engagements jordaniens pour l'égalité femmes-hommes.;;Exécution;2021-11-18;2022-08-02;;AGENCE D'AMMAN;France;;ROYAUME DE JORDANIE;12001.0;JORDANIE;Orient(s);31.9539;35.9349;Organisations et institutions égalité des femmes;Gouvernance;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;150000000.0;;;100000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CJO1124;;;;;;Non;2024-04-03;2023-06-28;2023-06-28;;AFDAMMAN@afd.fr;Div. Gouvernance;Souverain Direct;0.0;150000000.0;Oui;2022-03-31;Oui;31.9539, 35.9349
